Source 	 Sink 	 Weight
 AFL 	 GOOG 	 1.108215
 AFL 	 GOOGL 	 1.110359
 AFL 	 GPC 	 0.9256514
 AFL 	 GPN 	 1.22669
 AFL 	 GPS 	 1.248181
 AFL 	 GRMN 	 1.137477
 AFL 	 GS 	 0.847337
 AFL 	 GT 	 1.02015
 AFL 	 GWW 	 1.094831
 AFL 	 HAL 	 1.079626
 AFL 	 HAS 	 1.128541
 AFL 	 HBAN 	 0.9090012
 AFL 	 HBI 	 1.353944
 AFL 	 HCA 	 1.173144
 AFL 	 HCN 	 1.25974
 AFL 	 HCP 	 1.249672
 AFL 	 HD 	 1.006781
 AFL 	 HES 	 1.105056
 AFL 	 HIG 	 0.8330785
 AFL 	 HOG 	 1.099355
 AFL 	 HOLX 	 1.133945
 AFL 	 HON 	 0.8865274
 AFL 	 HP 	 1.124935
 AFL 	 HPQ 	 1.260856
 AFL 	 HRB 	 1.218456
 AFL 	 HRL 	 1.295451
 AFL 	 HRS 	 1.049733
 AFL 	 HSIC 	 1.05971
 AFL 	 HST 	 1.057022
 AFL 	 HSY 	 1.170501
 AFL 	 HUM 	 1.197957
 AFL 	 IBM 	 0.9923734
 AFL 	 ICE 	 1.335234
 AFL 	 IDXX 	 1.312641
 AFL 	 IFF 	 1.035704
 AFL 	 ILMN 	 1.224193
 AFL 	 INCY 	 1.238969
 AFL 	 INTC 	 1.064891
 AFL 	 INTU 	 0.9947438
 AFL 	 IP 	 1.03316
 AFL 	 IPG 	 1.013299
 AFL 	 IR 	 0.9168765
 AFL 	 IRM 	 1.198812
 AFL 	 ISRG 	 1.195169
 AFL 	 IT 	 1.051579
 AFL 	 ITW 	 0.8423305
 AFL 	 IVZ 	 0.859639
 AFL 	 JBHT 	 1.037606
 AFL 	 JCI 	 1.044546
 AFL 	 JEC 	 0.9828477
 AFL 	 JNJ 	 1.003128
 AFL 	 JNPR 	 1.15297
 AFL 	 JPM 	 0.805177
 AFL 	 JWN 	 1.224844
 AFL 	 K 	 1.13654
 AFL 	 KEY 	 0.8893429
 AFL 	 KIM 	 1.1041
 AFL 	 KLAC 	 1.159802
 AFL 	 KMB 	 1.06027
 AFL 	 KMI 	 1.135394
 AFL 	 KMX 	 1.072532
 AFL 	 KO 	 1.093472
 AFL 	 KORS 	 1.226856
 AFL 	 KR 	 1.319365
 AFL 	 KSS 	 1.250609
 AFL 	 KSU 	 1.067533
 AFL 	 L 	 0.806262
 AFL 	 LB 	 1.207571
 AFL 	 LEG 	 1.026438
 AFL 	 LEN 	 1.03613
 AFL 	 LH 	 1.103521
 AFL 	 LKQ 	 1.075587
 AFL 	 LLL 	 1.038547
 AFL 	 LLY 	 1.18309
 AFL 	 LMT 	 1.04039
 AFL 	 LNC 	 0.8154804
 AFL 	 LNT 	 1.343207
 AFL 	 LOW 	 1.05615
 AFL 	 LRCX 	 1.10701
 AFL 	 LUK 	 0.9782718
 AFL 	 LUV 	 1.166598
 AFL 	 LVLT 	 1.079718
 AFL 	 LYB 	 1.04601
 AFL 	 M 	 1.219696
 AFL 	 MA 	 0.9697976
 AFL 	 MAA 	 1.200115
 AFL 	 MAC 	 1.140959
 AFL 	 MAR 	 1.02176
 AFL 	 MAS 	 1.041566
 AFL 	 MAT 	 1.190593
 AFL 	 MCD 	 1.069405
 AFL 	 MCHP 	 1.06356
 AFL 	 MCK 	 1.145731
 AFL 	 MCO 	 0.9056961
 AFL 	 MDLZ 	 1.056074
 AFL 	 MDT 	 1.067383
 AFL 	 MET 	 0.8327037
 AFL 	 MHK 	 1.009818
 AFL 	 MJN 	 1.146332
 AFL 	 MKC 	 1.054213
 AFL 	 MLM 	 1.067694
 AFL 	 MMC 	 0.7808376
 AFL 	 MMM 	 0.9243369
 AFL 	 MNK 	 1.205318
 AFL 	 MNST 	 1.396503
 AFL 	 MO 	 1.173541
 AFL 	 MON 	 1.100267
 AFL 	 MOS 	 1.179349
 AFL 	 MPC 	 1.220208
 AFL 	 MRK 	 1.040176
 AFL 	 MRO 	 1.148836
 AFL 	 MS 	 0.8422766
 AFL 	 MSFT 	 1.022073
 AFL 	 MSI 	 1.086957
 AFL 	 MTB 	 0.8550685
 AFL 	 MTD 	 1.007684
 AFL 	 MU 	 1.173415
 AFL 	 MUR 	 1.107394
 AFL 	 MYL 	 1.189464
 AFL 	 NAVI 	 1.078597
 AFL 	 NBL 	 1.124906
 AFL 	 NDAQ 	 0.9957936
 AFL 	 NEE 	 1.225943
 AFL 	 NEM 	 1.371397
 AFL 	 NFLX 	 1.368868
 AFL 	 NFX 	 1.124688
 AFL 	 NI 	 1.319298
 AFL 	 NKE 	 1.270684
 AFL 	 NLSN 	 1.077138
 AFL 	 NOC 	 0.9889764
 AFL 	 NOV 	 1.165451
 AFL 	 NRG 	 1.239006
 AFL 	 NSC 	 1.05365
 AFL 	 NTAP 	 1.098664
 AFL 	 NTRS 	 0.8483189
 AFL 	 NUE 	 1.014482
 AFL 	 NVDA 	 1.215135
 AFL 	 NWL 	 1.071822
 AFL 	 NWS 	 1.047252
 AFL 	 NWSA 	 1.030067
 AFL 	 O 	 1.272811
 AFL 	 OKE 	 1.131841
 AFL 	 OMC 	 0.9506051
 AFL 	 ORCL 	 0.9758246
 AFL 	 ORLY 	 1.120594
 AFL 	 OXY 	 1.058256
 AFL 	 PAYX 	 0.9297988
 AFL 	 PBCT 	 0.8951526
 AFL 	 PCAR 	 0.9170507
 AFL 	 PCG 	 1.227927
 AFL 	 PCLN 	 1.111703
 AFL 	 PDCO 	 1.127933
 AFL 	 PEG 	 1.213024
 AFL 	 PEP 	 1.044417
 AFL 	 PFE 	 1.025927
 AFL 	 PFG 	 0.7714532
 AFL 	 PG 	 1.051912
 AFL 	 PGR 	 0.9079571
 AFL 	 PH 	 0.9155654
 AFL 	 PHM 	 1.039907
 AFL 	 PKI 	 1.019149
 AFL 	 PLD 	 1.037261
 AFL 	 PM 	 1.086866
 AFL 	 PNC 	 0.8258369
 AFL 	 PNR 	 0.9695929
 AFL 	 PNW 	 1.235277
 AFL 	 PPG 	 1.200558
 AFL 	 PPL 	 1.203246
 AFL 	 PRGO 	 1.239686
 AFL 	 PRU 	 0.7706936
 AFL 	 PSA 	 1.194834
 AFL 	 PSX 	 0.9875776
 AFL 	 PVH 	 1.127954
 AFL 	 PWR 	 1.132264
 AFL 	 PX 	 0.9728647
 AFL 	 PXD 	 1.124489
 AFL 	 QCOM 	 1.171378
 AFL 	 R 	 0.9907787
 AFL 	 RAI 	 1.251636
 AFL 	 RCL 	 1.152283
 AFL 	 REG 	 1.142957
 AFL 	 REGN 	 1.224822
 AFL 	 RF 	 0.8786169
 AFL 	 RHI 	 1.029857
 AFL 	 RHT 	 1.106083
 AFL 	 RIG 	 1.184928
 AFL 	 RJF 	 0.902665
 AFL 	 RL 	 1.249899
 AFL 	 ROK 	 0.9659226
 AFL 	 ROP 	 0.9330811
 AFL 	 ROST 	 1.26362
 AFL 	 RRC 	 1.245172
 AFL 	 RSG 	 1.018485
 AFL 	 RTN 	 1.064024
 AFL 	 SBUX 	 1.278686
 AFL 	 SCG 	 1.239032
 AFL 	 SCHW 	 0.9012537
 AFL 	 SEE 	 1.092273
 AFL 	 SHW 	 1.070552
 AFL 	 SIG 	 1.19927
 AFL 	 SJM 	 1.137131
 AFL 	 SLB 	 1.054942
 AFL 	 SLG 	 1.056815
 AFL 	 SNA 	 1.009867
 AFL 	 SNI 	 1.140056
 AFL 	 SNPS 	 1.000548
 AFL 	 SO 	 1.272678
 AFL 	 SPG 	 1.144543
 AFL 	 SPGI 	 0.9188981
 AFL 	 SPLS 	 1.195523
 AFL 	 SRCL 	 1.221847
 AFL 	 SRE 	 1.171931
 AFL 	 STI 	 0.8425555
 AFL 	 STT 	 0.8949224
 AFL 	 STX 	 1.193071
 AFL 	 STZ 	 1.137676
 AFL 	 SWK 	 0.9331264
 AFL 	 SWKS 	 1.099521
 AFL 	 SYK 	 1.048674
 AFL 	 SYMC 	 1.13093
 AFL 	 SYY 	 1.170144
 AFL 	 T 	 1.10357
 AFL 	 TAP 	 1.150755
 AFL 	 TDC 	 1.119748
 AFL 	 TDG 	 1.165437
 AFL 	 TEL 	 0.9632851
 AFL 	 TGNA 	 1.074683
 AFL 	 TGT 	 1.192061
 AFL 	 TIF 	 1.08014
 AFL 	 TJX 	 1.071075
 AFL 	 TMK 	 1.06123
 AFL 	 TMO 	 0.9835235
 AFL 	 TRIP 	 1.263593
 AFL 	 TROW 	 0.8637254
 AFL 	 TRV 	 0.8600022
 AFL 	 TSCO 	 1.111147
 AFL 	 TSN 	 1.244467
 AFL 	 TSO 	 1.176661
 AFL 	 TSS 	 1.022587
 AFL 	 TWX 	 1.171348
 AFL 	 TXN 	 1.027456
 AFL 	 TXT 	 0.9713142
 AFL 	 UAA 	 1.272658
 AFL 	 UAL 	 1.190132
 AFL 	 UDR 	 1.189285
 AFL 	 UHS 	 1.164898
 AFL 	 ULTA 	 1.20764
 AFL 	 UNH 	 1.047679
 AFL 	 UNM 	 0.7876119
 AFL 	 UNP 	 1.248407
 AFL 	 UPS 	 0.954392
 AFL 	 URI 	 1.11829
 AFL 	 USB 	 0.7814637
 AFL 	 UTX 	 0.9485527
 AFL 	 V 	 1.2979
 AFL 	 VAR 	 1.086184
 AFL 	 VFC 	 1.129014
 AFL 	 VIAB 	 1.152897
 AFL 	 VLO 	 1.140729
 AFL 	 VMC 	 1.021909
 AFL 	 VNO 	 1.090269
 AFL 	 VRSK 	 1.052555
 AFL 	 VRSN 	 1.077635
 AFL 	 VRTX 	 1.206133
 AFL 	 VTR 	 1.267588
 AFL 	 VZ 	 1.077296
 AFL 	 WAT 	 1.063314
 AFL 	 WBA 	 1.167323
 AFL 	 WDC 	 1.152439
 AFL 	 WEC 	 1.249853
 AFL 	 WFC 	 0.8355118
 AFL 	 WFM 	 1.289197
 AFL 	 WHR 	 1.062194
 AFL 	 WM 	 1.062918
 AFL 	 WMB 	 1.183146
 AFL 	 WMT 	 1.19177
 AFL 	 WU 	 0.9926531
 AFL 	 WY 	 1.052404
 AFL 	 WYN 	 1.060124
 AFL 	 WYNN 	 1.198888
 AFL 	 XEC 	 1.088913
 AFL 	 XEL 	 1.232533
 AFL 	 XL 	 0.9805695
 AFL 	 XLNX 	 1.117589
 AFL 	 XOM 	 0.9645476
 AFL 	 XRAY 	 1.044408
 AFL 	 XRX 	 1.110961
 AFL 	 XYL 	 0.9540934
 AFL 	 YHOO 	 1.140368
 AFL 	 YUM 	 1.165265
 AFL 	 ZBH 	 1.114166
 AFL 	 ZION 	 0.8975283
 AFL 	 ZTS 	 1.115112
 AGN 	 AIG 	 1.15079
 AGN 	 AIV 	 1.305969
 AGN 	 AIZ 	 1.296986
 AGN 	 AJG 	 1.146736
 AGN 	 AKAM 	 1.239984
 AGN 	 ALB 	 1.234983
 AGN 	 ALK 	 1.284529
 AGN 	 ALL 	 1.260274
 AGN 	 ALLE 	 1.147198
 AGN 	 ALXN 	 1.073149
 AGN 	 AMAT 	 1.177071
 AGN 	 AMD 	 1.307984
 AGN 	 AME 	 1.194157
 AGN 	 AMG 	 1.158033
 AGN 	 AMGN 	 0.9894797
 AGN 	 AMP 	 1.113404
 AGN 	 AMT 	 1.24873
 AGN 	 AMZN 	 1.232027
 AGN 	 AN 	 1.180841
 AGN 	 ANTM 	 1.116977
 AGN 	 AON 	 1.160173
 AGN 	 APA 	 1.302159
 AGN 	 APC 	 1.284391
 AGN 	 APD 	 1.225137
 AGN 	 APH 	 1.29581
 AGN 	 ARE 	 1.269723
 AGN 	 ARNC 	 1.348028
 AGN 	 ATVI 	 1.29537
 AGN 	 AVB 	 1.316143
 AGN 	 AVGO 	 1.188989
 AGN 	 AVY 	 1.168097
 AGN 	 AWK 	 1.316489
 AGN 	 AXP 	 1.211285
 AGN 	 AYI 	 1.2269
 AGN 	 AZO 	 1.224672
 AGN 	 BA 	 1.219873
 AGN 	 BAC 	 1.15724
 AGN 	 BAX 	 1.297682
 AGN 	 BBBY 	 1.239791
 AGN 	 BBT 	 1.162781
 AGN 	 BBY 	 1.273111
 AGN 	 BCR 	 1.180437
 AGN 	 BDX 	 1.133491
 AGN 	 BEN 	 1.162582
 AGN 	 BF.B 	 1.353314
 AGN 	 BHI 	 1.276019
 AGN 	 BIIB 	 1.114586
 AGN 	 BK 	 1.16262
 AGN 	 BLK 	 1.147588
 AGN 	 BLL 	 1.247293
 AGN 	 BMY 	 1.134817
 AGN 	 BRK.B 	 1.175452
 AGN 	 BSX 	 1.150811
 AGN 	 BWA 	 1.231404
 AGN 	 BXP 	 1.220201
 AGN 	 C 	 1.152562
 AGN 	 CA 	 1.189756
 AGN 	 CAG 	 1.34774
 AGN 	 CAH 	 1.043484
 AGN 	 CAT 	 1.246046
 AGN 	 CB 	 1.171006
 AGN 	 CBG 	 1.161184
 AGN 	 CBOE 	 1.290337
 AGN 	 CBS 	 1.209114
 AGN 	 CCI 	 1.286684
 AGN 	 CCL 	 1.14989
 AGN 	 CELG 	 1.208126
 AGN 	 CERN 	 1.177482
 AGN 	 CF 	 1.374775
 AGN 	 CHD 	 1.365892
 AGN 	 CHK 	 1.323908
 AGN 	 CHRW 	 1.286766
 AGN 	 CHTR 	 1.190552
 AGN 	 CI 	 1.115673
 AGN 	 CINF 	 1.214924
 AGN 	 CL 	 1.289581
 AGN 	 CLX 	 1.33533
 AGN 	 CMA 	 1.173934
 AGN 	 CMCSA 	 1.322141
 AGN 	 CME 	 1.188605
 AGN 	 CMG 	 1.321159
 AGN 	 CMI 	 1.279705
 AGN 	 CMS 	 1.329934
 AGN 	 CNC 	 1.318929
 AGN 	 CNP 	 1.243124
 AGN 	 COF 	 1.174633
 AGN 	 COG 	 1.298129
 AGN 	 COH 	 1.230083
 AGN 	 COL 	 1.220443
 AGN 	 COO 	 1.166634
 AGN 	 COP 	 1.302681
 AGN 	 COST 	 1.262974
 AGN 	 COTY 	 1.352262
 AGN 	 CPB 	 1.316698
 AGN 	 CRM 	 1.198772
 AGN 	 CSCO 	 1.240696
 AGN 	 CSX 	 1.243244
 AGN 	 CTAS 	 1.209056
 AGN 	 CTL 	 1.306559
 AGN 	 CTSH 	 1.21251
 AGN 	 CTXS 	 1.294378
 AGN 	 CVS 	 1.155202
 AGN 	 CVX 	 1.290964
 AGN 	 CXO 	 1.305148
 AGN 	 D 	 1.315486
 AGN 	 DAL 	 1.193514
 AGN 	 DD 	 1.251945
 AGN 	 DE 	 1.286907
 AGN 	 DFS 	 1.215321
 AGN 	 DG 	 1.259901
 AGN 	 DGX 	 1.167499
 AGN 	 DHI 	 1.203364
 AGN 	 DHR 	 1.22762
 AGN 	 DIS 	 1.194908
 AGN 	 DISCA 	 1.333717
 AGN 	 DISCK 	 1.332026
 AGN 	 DISH 	 1.147998
 AGN 	 DLPH 	 1.235841
 AGN 	 DLR 	 1.340904
 AGN 	 DLTR 	 1.252065
 AGN 	 DOV 	 1.259659
 AGN 	 DOW 	 1.180436
 AGN 	 DPS 	 1.334922
 AGN 	 DRI 	 1.271969
 AGN 	 DTE 	 1.316926
 AGN 	 DUK 	 1.345024
 AGN 	 DVA 	 1.195079
 AGN 	 DVN 	 1.302701
 AGN 	 DXC 	 1.329598
 AGN 	 EA 	 1.27601
 AGN 	 EBAY 	 1.342113
 AGN 	 ECL 	 1.181641
 AGN 	 ED 	 1.373089
 AGN 	 EFX 	 1.162177
 AGN 	 EIX 	 1.343104
 AGN 	 EL 	 1.23122
 AGN 	 EMN 	 1.221187
 AGN 	 EMR 	 1.227654
 AGN 	 EOG 	 1.291328
 AGN 	 EQIX 	 1.219775
 AGN 	 EQR 	 1.322363
 AGN 	 EQT 	 1.277601
 AGN 	 ES 	 1.324637
 AGN 	 ESRX 	 1.166104
 AGN 	 ESS 	 1.302759
 AGN 	 ETFC 	 1.167818
 AGN 	 ETN 	 1.181566
 AGN 	 ETR 	 1.338642
 AGN 	 EVHC 	 1.343954
 AGN 	 EW 	 1.248263
 AGN 	 EXC 	 1.368829
 AGN 	 EXPD 	 1.272945
 AGN 	 EXPE 	 1.201068
 AGN 	 EXR 	 1.317631
 AGN 	 F 	 1.222841
 AGN 	 FAST 	 1.235876
 AGN 	 FB 	 1.182788
 AGN 	 FBHS 	 1.228791
 AGN 	 FCX 	 1.299273
 AGN 	 FDX 	 1.204218
 AGN 	 FE 	 1.32559
 AGN 	 FFIV 	 1.270469
 AGN 	 FIS 	 1.141716
 AGN 	 FISV 	 1.139881
 AGN 	 FITB 	 1.182434
 AGN 	 FL 	 1.272851
 AGN 	 FLIR 	 1.237278
 AGN 	 FLR 	 1.24412
 AGN 	 FLS 	 1.255245
 AGN 	 FMC 	 1.215453
 AGN 	 FOX 	 1.209791
 AGN 	 FOXA 	 1.224655
 AGN 	 FRT 	 1.261066
 AGN 	 FTI 	 1.298933
 AGN 	 GD 	 1.154564
 AGN 	 GE 	 1.18799
 AGN 	 GGP 	 1.262878
 AGN 	 GILD 	 1.13302
 AGN 	 GIS 	 1.272182
 AGN 	 GLW 	 1.203869
 AGN 	 GM 	 1.239389
 AGN 	 GOOG 	 1.175
 AGN 	 GOOGL 	 1.176236
 AGN 	 GPC 	 1.229101
 AGN 	 GPN 	 1.289583
 AGN 	 GPS 	 1.274873
 AGN 	 GRMN 	 1.242563
 AGN 	 GS 	 1.158075
 AGN 	 GT 	 1.198346
 AGN 	 GWW 	 1.294558
 AGN 	 HAL 	 1.278967
 AGN 	 HAS 	 1.268141
 AGN 	 HBAN 	 1.194457
 AGN 	 HBI 	 1.343266
 AGN 	 HCA 	 1.170026
 AGN 	 HCN 	 1.337742
 AGN 	 HCP 	 1.334854
 AGN 	 HD 	 1.171191
 AGN 	 HES 	 1.310916
 AGN 	 HIG 	 1.195154
 AGN 	 HOG 	 1.215749
 AGN 	 HOLX 	 1.167696
 AGN 	 HON 	 1.170317
 AGN 	 HP 	 1.331803
 AGN 	 HPQ 	 1.346516
 AGN 	 HRB 	 1.254928
 AGN 	 HRL 	 1.389852
 AGN 	 HRS 	 1.190097
 AGN 	 HSIC 	 1.135646
 AGN 	 HST 	 1.229516
 AGN 	 HSY 	 1.323482
 AGN 	 HUM 	 1.176339
 AGN 	 IBM 	 1.262033
 AGN 	 ICE 	 1.419804
 AGN 	 IDXX 	 1.307348
 AGN 	 IFF 	 1.212758
 AGN 	 ILMN 	 1.190244
 AGN 	 INCY 	 1.083217
 AGN 	 INTC 	 1.236557
 AGN 	 INTU 	 1.175239
 AGN 	 IP 	 1.218976
 AGN 	 IPG 	 1.201212
 AGN 	 IR 	 1.199202
 AGN 	 IRM 	 1.296037
 AGN 	 ISRG 	 1.20777
 AGN 	 IT 	 1.267869
 AGN 	 ITW 	 1.193838
 AGN 	 IVZ 	 1.147691
 AGN 	 JBHT 	 1.219674
 AGN 	 JCI 	 1.225684
 AGN 	 JEC 	 1.261339
 AGN 	 JNJ 	 1.150252
 AGN 	 JNPR 	 1.252812
 AGN 	 JPM 	 1.149264
 AGN 	 JWN 	 1.317784
 AGN 	 K 	 1.323964
 AGN 	 KEY 	 1.185939
 AGN 	 KIM 	 1.264767
 AGN 	 KLAC 	 1.254546
 AGN 	 KMB 	 1.276823
 AGN 	 KMI 	 1.25488
 AGN 	 KMX 	 1.216823
 AGN 	 KO 	 1.322133
 AGN 	 KORS 	 1.296303
 AGN 	 KR 	 1.369396
 AGN 	 KSS 	 1.31429
 AGN 	 KSU 	 1.293289
 AGN 	 L 	 1.233136
 AGN 	 LB 	 1.275387
 AGN 	 LEG 	 1.211987
 AGN 	 LEN 	 1.192695
 AGN 	 LH 	 1.159032
 AGN 	 LKQ 	 1.213196
 AGN 	 LLL 	 1.188679
 AGN 	 LLY 	 1.101459
 AGN 	 LMT 	 1.201834
 AGN 	 LNC 	 1.149977
 AGN 	 LNT 	 1.393001
 AGN 	 LOW 	 1.216434
 AGN 	 LRCX 	 1.154767
 AGN 	 LUK 	 1.214408
 AGN 	 LUV 	 1.224142
 AGN 	 LVLT 	 1.212931
 AGN 	 LYB 	 1.214442
 AGN 	 M 	 1.305666
 AGN 	 MA 	 1.154878
 AGN 	 MAA 	 1.297198
 AGN 	 MAC 	 1.26607
 AGN 	 MAR 	 1.186608
 AGN 	 MAS 	 1.178474
 AGN 	 MAT 	 1.30481
 AGN 	 MCD 	 1.262895
 AGN 	 MCHP 	 1.196666
 AGN 	 MCK 	 1.081335
 AGN 	 MCO 	 1.150569
 AGN 	 MDLZ 	 1.266401
 AGN 	 MDT 	 1.088075
 AGN 	 MET 	 1.158152
 AGN 	 MHK 	 1.139163
 AGN 	 MJN 	 1.253802
 AGN 	 MKC 	 1.288888
 AGN 	 MLM 	 1.167289
 AGN 	 MMC 	 1.144755
 AGN 	 MMM 	 1.21709
 AGN 	 MNK 	 1.063582
 AGN 	 MNST 	 1.393134
 AGN 	 MO 	 1.314437
 AGN 	 MON 	 1.248754
 AGN 	 MOS 	 1.276266
 AGN 	 MPC 	 1.274196
 AGN 	 MRK 	 1.077411
 AGN 	 MRO 	 1.318589
 AGN 	 MS 	 1.14295
 AGN 	 MSFT 	 1.212455
 AGN 	 MSI 	 1.250686
 AGN 	 MTB 	 1.207267
 AGN 	 MTD 	 1.158269
 AGN 	 MU 	 1.214742
 AGN 	 MUR 	 1.319629
 AGN 	 MYL 	 1.062272
 AGN 	 NAVI 	 1.247116
 AGN 	 NBL 	 1.300885
 AGN 	 NDAQ 	 1.18835
 AGN 	 NEE 	 1.327731
 AGN 	 NEM 	 1.416654
 AGN 	 NFLX 	 1.362703
 AGN 	 NFX 	 1.294329
 AGN 	 NI 	 1.375818
 AGN 	 NKE 	 1.32493
 AGN 	 NLSN 	 1.22859
 AGN 	 NOC 	 1.198083
 AGN 	 NOV 	 1.316195
 AGN 	 NRG 	 1.288528
 AGN 	 NSC 	 1.24798
 AGN 	 NTAP 	 1.287915
 AGN 	 NTRS 	 1.169586
 AGN 	 NUE 	 1.229095
 AGN 	 NVDA 	 1.325872
 AGN 	 NWL 	 1.201741
 AGN 	 NWS 	 1.177868
 AGN 	 NWSA 	 1.172487
 AGN 	 O 	 1.373332
 AGN 	 OKE 	 1.290851
 AGN 	 OMC 	 1.186654
 AGN 	 ORCL 	 1.218299
 AGN 	 ORLY 	 1.213745
 AGN 	 OXY 	 1.267045
 AGN 	 PAYX 	 1.158283
 AGN 	 PBCT 	 1.202689
 AGN 	 PCAR 	 1.191506
 AGN 	 PCG 	 1.301202
 AGN 	 PCLN 	 1.201755
 AGN 	 PDCO 	 1.153008
 AGN 	 PEG 	 1.309489
 AGN 	 PEP 	 1.297519
 AGN 	 PFE 	 0.9936871
 AGN 	 PFG 	 1.162065
 AGN 	 PG 	 1.27412
 AGN 	 PGR 	 1.195225
 AGN 	 PH 	 1.187267
 AGN 	 PHM 	 1.20919
 AGN 	 PKI 	 1.093617
 AGN 	 PLD 	 1.246828
 AGN 	 PM 	 1.305547
 AGN 	 PNC 	 1.146214
 AGN 	 PNR 	 1.249736
 AGN 	 PNW 	 1.319753
 AGN 	 PPG 	 1.314823
 AGN 	 PPL 	 1.284585
 AGN 	 PRGO 	 1.10205
 AGN 	 PRU 	 1.18777
 AGN 	 PSA 	 1.296668
 AGN 	 PSX 	 1.184487
 AGN 	 PVH 	 1.230784
 AGN 	 PWR 	 1.290673
 AGN 	 PX 	 1.193726
 AGN 	 PXD 	 1.293064
 AGN 	 QCOM 	 1.253898
 AGN 	 R 	 1.202442
 AGN 	 RAI 	 1.349474
 AGN 	 RCL 	 1.200398
 AGN 	 REG 	 1.281917
 AGN 	 REGN 	 1.068783
 AGN 	 RF 	 1.179282
 AGN 	 RHI 	 1.217014
 AGN 	 RHT 	 1.168349
 AGN 	 RIG 	 1.344597
 AGN 	 RJF 	 1.162126
 AGN 	 RL 	 1.264318
 AGN 	 ROK 	 1.234209
 AGN 	 ROP 	 1.189772
 AGN 	 ROST 	 1.318621
 AGN 	 RRC 	 1.326166
 AGN 	 RSG 	 1.275095
 AGN 	 RTN 	 1.225817
 AGN 	 SBUX 	 1.311385
 AGN 	 SCG 	 1.337597
 AGN 	 SCHW 	 1.172078
 AGN 	 SEE 	 1.20444
 AGN 	 SHW 	 1.185463
 AGN 	 SIG 	 1.263686
 AGN 	 SJM 	 1.304094
 AGN 	 SLB 	 1.304478
 AGN 	 SLG 	 1.224281
 AGN 	 SNA 	 1.184164
 AGN 	 SNI 	 1.287485
 AGN 	 SNPS 	 1.224172
 AGN 	 SO 	 1.364378
 AGN 	 SPG 	 1.282505
 AGN 	 SPGI 	 1.177513
 AGN 	 SPLS 	 1.28187
 AGN 	 SRCL 	 1.327004
 AGN 	 SRE 	 1.28297
 AGN 	 STI 	 1.154559
 AGN 	 STT 	 1.155343
 AGN 	 STX 	 1.262211
 AGN 	 STZ 	 1.258245
 AGN 	 SWK 	 1.183632
 AGN 	 SWKS 	 1.184259
 AGN 	 SYK 	 1.168474
 AGN 	 SYMC 	 1.269538
 AGN 	 SYY 	 1.30349
 AGN 	 T 	 1.279606
 AGN 	 TAP 	 1.3022
 AGN 	 TDC 	 1.287006
 AGN 	 TDG 	 1.22789
 AGN 	 TEL 	 1.186635
 AGN 	 TGNA 	 1.189359
 AGN 	 TGT 	 1.305063
 AGN 	 TIF 	 1.21019
 AGN 	 TJX 	 1.218997
 AGN 	 TMK 	 1.277506
 AGN 	 TMO 	 1.044849
 AGN 	 TRIP 	 1.267725
 AGN 	 TROW 	 1.198061
 AGN 	 TRV 	 1.237061
 AGN 	 TSCO 	 1.250207
 AGN 	 TSN 	 1.333101
 AGN 	 TSO 	 1.222761
 AGN 	 TSS 	 1.219934
 AGN 	 TWX 	 1.245274
 AGN 	 TXN 	 1.23168
 AGN 	 TXT 	 1.180866
 AGN 	 UAA 	 1.29163
 AGN 	 UAL 	 1.217382
 AGN 	 UDR 	 1.305447
 AGN 	 UHS 	 1.176785
 AGN 	 ULTA 	 1.24536
 AGN 	 UNH 	 1.09037
 AGN 	 UNM 	 1.191894
 AGN 	 UNP 	 1.315126
 AGN 	 UPS 	 1.249133
 AGN 	 URI 	 1.212897
 AGN 	 USB 	 1.161276
 AGN 	 UTX 	 1.215219
 AGN 	 V 	 1.355377
 AGN 	 VAR 	 1.163356
 AGN 	 VFC 	 1.216035
 AGN 	 VIAB 	 1.269818
 AGN 	 VLO 	 1.208419
 AGN 	 VMC 	 1.161968
 AGN 	 VNO 	 1.244966
 AGN 	 VRSK 	 1.238577
 AGN 	 VRSN 	 1.196398
 AGN 	 VRTX 	 1.110683
 AGN 	 VTR 	 1.367425
 AGN 	 VZ 	 1.274005
 AGN 	 WAT 	 1.113691
 AGN 	 WBA 	 1.145319
 AGN 	 WDC 	 1.215913
 AGN 	 WEC 	 1.343291
 AGN 	 WFC 	 1.156886
 AGN 	 WFM 	 1.308395
 AGN 	 WHR 	 1.225536
 AGN 	 WM 	 1.255404
 AGN 	 WMB 	 1.247919
 AGN 	 WMT 	 1.308279
 AGN 	 WU 	 1.237782
 AGN 	 WY 	 1.237342
 AGN 	 WYN 	 1.209318
 AGN 	 WYNN 	 1.251414
 AGN 	 XEC 	 1.28799
 AGN 	 XEL 	 1.339943
 AGN 	 XL 	 1.238472
 AGN 	 XLNX 	 1.23498
 AGN 	 XOM 	 1.250533
 AGN 	 XRAY 	 1.190275
 AGN 	 XRX 	 1.27535
 AGN 	 XYL 	 1.207838
 AGN 	 YHOO 	 1.200084
 AGN 	 YUM 	 1.254339
 AGN 	 ZBH 	 1.151311
 AGN 	 ZION 	 1.17446
 AGN 	 ZTS 	 1.123489
 AIG 	 AIV 	 1.219623
 AIG 	 AIZ 	 1.057919
 AIG 	 AJG 	 0.9249943
 AIG 	 AKAM 	 1.169439
 AIG 	 ALB 	 1.109416
